level,kanji,readings,meanings
N1,澄,チョウ | す.む | す.ます | ~す.ます,lucidity | be clear | clear | clarify | settle | strain | look grave
N1,漏,ロウ | も.る | も.れる | も.らす,leak | escape | time
N1,泣,キュウ | な.く,cry | weep | moan
N1,宜,ギ | よろ.しい | よろ.しく,best regards | good
N1,巽,ソン | たつみ,southeast
N1,紺,コン,dark blue | navy
N1,腐,フ | くさ.る | ~くさ.る | くさ.れる | くさ.れ | くさ.らす | くさ.す,rot | decay | sour
N1,擬,ギ | まが.い | もど.き,mimic | aim (a gun) at | nominate | imitate
N1,魁,カイ | さきがけ | かしら,charging ahead of others
N1,菌,キン,germ | fungus | bacteria
N1,砲,ホウ,cannon | gun
N1,遣,ケン | つか.う | ~つか.い | ~づか.い | つか.わす | や.る,dispatch | despatch | send | give | donate | do | undertake
N1,芽,ガ | め,bud | sprout | spear | germ
N1,昌,ショウ | さかん,prosperous | bright | clear
N1,衰,スイ | おとろ.える,decline | wane | weaken
N1,毅,キ | ギ | つよ.い,strong
N1,緋,ヒ | あけ | あか,scarlet | cardinal
N1,絢,ケン,brilliant fabric design
N1,礎,ソ | いしずえ,cornerstone | foundation stone
N1,款,カン,goodwill | article | section | friendship | collusion
N1,敏,ビン | さとい,cleverness | agile | alert
N1,漫,マン | みだり.に | そぞ.ろ,cartoon | involuntarily | unrestrained | in spite of oneself | corrupt
N1,斗,ト | トウ,Big Dipper | ten sho (vol) | sake dipper | dots and cross radical (no. 68)
N1,倣,ホウ | なら.う,emulate | imitate
N1,皓,コウ | しろ.い | ひか.る,white | clear
N1,杏,キョウ | アン | コウ | あんず,apricot
N1,寛,カン | くつろ.ぐ | ひろ.い | ゆる.やか,tolerant | leniency | generosity | relax | feel at home | be at ease | broadminded
N1,辱,ジョク | はずかし.める,embarrass | humiliate | shame
N1,皐,コウ | さつき,swamp | shore
N1,肖,ショウ | あやか.る,resemblance
N1,碑,ヒ | いしぶみ,tombstone | monument
N1,賊,ゾク,burglar | rebel | traitor | robber
N1,梨,リ | なし,pear tree
N1,茎,ケイ | キョウ | くき,stalk | stem
N1,即,ソク | つ.く | つ.ける | すなわ.ち,instant | namely | as is | conform | agree | adapt
N1,把,ハ | ワ,grasp | faggot | bunch | counter for bundles
N1,壮,ソウ | さかん,robust | manhood | prosperity
N1,厳,ゲン | ゴン | おごそ.か | きび.しい | いか.めしい | いつくし,stern | strictness | severity | rigidity
N1,肢,シ,limb | arms & legs
N1,彪,ヒョウ | ヒュウ | あや,spotted | mottled | patterned | small tiger
N1,廃,ハイ | すた.れる | すた.る,abolish | obsolete | cessation | discarding | abandon
N1,閑,カン,leisure
N1,柄,ヘイ | がら | え | つか,design | pattern | build | nature | character | handle | crank | grip | knob | shaft
N1,庄,ショウ | ソ | ソウ | ホウ,level | in the country | manor | village | hamlet
N1,露,ロ | ロウ | つゆ,dew | tears | expose | Russia
N1,柳,リュウ | やなぎ,willow
N1,弥,ミ | ビ | いや | や | あまねし | いよいよ | とおい | ひさし | ひさ.しい | わた.る,all the more | increasingly
N1,粘,ネン | ねば.る,sticky | glutinous | greasy | persevere
N1,摘,テキ | つ.む,pinch | pick | pluck | trim | clip | summarize
N1,颯,サツ | ソウ | さっ.と,sudden | quick | sound of the wind
N1,蓮,レン | はす | はちす,lotus
N1,也,ヤ | エ | なり | か | また,to be (classical)
N1,茜,セン | あかね,madder | red dye | Turkey red
N1,裟,サ | シャ,Buddhist surplice
N1,己,コ | キ | おのれ | つちのと | な,self
N1,肇,チョウ | ジョウ | トウ | はじ.める | はじめ,beginning
N1,琳,リン,jewel | tinkling of jewelry
N1,弾,ダン | タン | ひ.く | ~ひ.き | はず.む | たま | はじ.く | はじ.ける | ただ.す | はじ.きゆみ,bullet | twang | flip | snap
N1,献,ケン | コン | たてまつ.る,offering | counter for drinks | present | offer
N1,惟,イ | ユイ | おも.んみる | これ | おも.うに,consider | reflect | think
N1,奴,ド | やつ | やっこ,guy | slave | manservant | fellow
N1,裁,サイ | た.つ | さば.く,tailor | judge | decision | cut out (pattern)
N1,霊,レイ | リョウ | たま,spirits | soul
N1,徴,チョウ | チ | しるし,indications | sign | omen | symptom | collect | seek | refer to | question
N1,塀,ヘイ | ベイ,fence | wall | (kokuji)
N1,拙,セツ | つたな.い,bungling | clumsy | unskillful
N1,獲,カク | え.る,seize | get | find | earn | acquire | can | may | able to
N1,諮,シ | はか.る,consult with
N1,馨,ケイ | キョウ | かお.る | かおり,fragrant | balmy | favourable
N1,漬,シ | つ.ける | つ.かる | ~づ.け | ~づけ,pickling | soak | moisten | steep
N1,褒,ホウ | ほ.める,praise | extol
N1,瑠,ル | リュウ,lapis lazuli
N1,陶,トウ | すえ,pottery | porcelain
N1,酪,ラク,dairy products | whey | broth | fruit juice
N1,呉,ゴ | く.れる | くれ,give | do something for | kingdom of Wu
N1,鋳,チュウ | イ | シュ | シュウ | い.る,casting | mint
N1,射,シャ | い.る | さ.す | う.つ,shoot | shine into | onto | archery
N1,拘,コウ | かか.わる,arrest | seize | concerned | adhere to | despite
N1,匿,トク | かくま.う,hide | shelter | shield
N1,虚,キョ | コ | むな.しい | うつ.ろ,void | emptiness | unpreparedness | crack | fissure | untruth
N1,敦,トン | タイ | ダン | チョウ | あつ.い,industry | kindliness
N1,博,ハク | バク,Dr. | command | esteem | win acclaim | Ph.D. | exposition | fair
N1,是,ゼ | シ | これ | この | ここ,just so | this | right | justice
N1,諭,ユ | さと.す,rebuke | admonish | charge | warn | persuade
N1,賦,フ | ブ,levy | ode | prose | poem | tribute | installment
N1,諄,シュン | ひちくど.い | くど.い | くどくど | ねんご.ろ,tedious
N1,侑,ユウ | ウ | すす.める | たす.ける,urge to eat
N1,扉,ヒ | とびら,front door | title page | front page
N1,欄,ラン | てすり,column | handrail | blank | space
N1,聡,ソウ | さと.い | みみざと.い,wise | fast learner
N1,僚,リョウ,colleague | official | companion
N1,該,ガイ,above-stated | the said | that specific
N1,斜,シャ | なな.め | はす,diagonal | slanting | oblique
N1,徹,テツ,penetrate | clear | pierce | strike home | sit up (all night)
N1,斉,セイ | サイ | そろ.う | ひと.しい | ひと.しく | あたる | はやい,adjusted | alike | equal | similar variety of
N1,刃,ジン | ニン | は | やいば | き.る,blade | sword | edge
N1,雰,フン,atmosphere | fog
N1,級,キュウ,class | rank | grade
N1,朴,ボク | ほう | ほお | えのき,crude | simple | plain | docile
N1,諾,ダク,consent | assent | agreement
N1,僧,ソウ,Buddhist priest | monk
N1,愉,ユ | たの.しい | たの.しむ,pleasure | happy | rejoice
N1,橘,キツ | たちばな,mandarin orange
N1,喪,ソウ | も,miss | mourning
N1,唱,ショウ | とな.える,chant | recite | call upon | yell
N1,弦,ゲン | つる,bowstring | chord | hypotenuse
N1,捺,ナツ | ダツ | さ.す | お.す,press | print | affix a seal | stamp
N1,徳,トク,benevolence | virtue | goodness | commanding respect
N1,盲,モウ | めくら,blind | blind man | ignoramus
N1,渉,ショウ | わた.る,ford | go cross | transit | ferry | import | involve
N1,摩,マ | ま.する | さす.る | す.る,chafe | rub | polish | grind | scrape
N1,耶,ヤ | ジャ | か,question mark
N1,黙,モク | ボク | だま.る | もだ.す,silence | become silent | stop speaking | leave as is
N1,眼,ガン | ゲン | まなこ | め,eyeball
N1,餓,ガ | う.える,starve | hungry | thirst
N1,耗,モウ | コウ,decrease
N1,拐,カイ,kidnap | falsify
N1,典,テン | デン,code | ceremony | law | rule
N1,裕,ユウ,abundant | rich | fertile
N1,描,ビョウ | えが.く | か.く,sketch | compose | write | draw | paint
N1,脱,ダツ | ぬ.ぐ | ぬ.げる,undress | removing | escape from | get rid of | be left out | take off
N1,襟,キン | えり,collar | neck | lapel | one's inner feelings
N1,剛,ゴウ,sturdy | strength
N1,叡,エイ | あき.らか,intelligence | imperial
N1,笹,ささ,bamboo grass | (kokuji)
N1,潤,ジュン | うるお.う | うるお.す | うる.む,wet | be watered | profit by | receive benefits | favor | charm | steep
N1,鹿,ロク | しか | か,deer
N1,峠,とうげ,mountain peak | mountain pass | climax | crest | (kokuji)
N1,舶,ハク,liner | ship
N1,雷,ライ | かみなり | いかずち | いかづち,thunder | lightning bolt
N1,賠,バイ,compensation | indemnify
N1,柊,シュ | シュウ | ひいらぎ,holly
N1,泌,ヒツ | ヒ,ooze | flow | soak in | penetrate | secrete
N1,犠,ギ | キ | いけにえ,sacrifice
N1,崚,リョウ,mountains towering in a row
N1,悼,トウ | いた.む,lament | grieve over
N1,亀,キ | キュウ | キン | かめ,tortoise | turtle
N1,寡,カ,widow | minority | few
N1,笛,テキ | ふえ,flute | clarinet | pipe | whistle | bagpipe | piccolo
N1,縁,エン | ~ネン | ふち | ふちど.る | ゆかり | よすが | へり | えにし,affinity | relation | connection | edge | border | verge | brink
N1,拡,カク | コウ | ひろ.がる | ひろ.げる | ひろ.める,broaden | extend | expand | enlarge
N1,塚,チョウ | つか | ~づか,hillock | mound
N1,刀,トウ | かたな | そり,sword | saber | knife
N1,巌,ガン | いわ | いわお | けわ.しい,rock | crag | boulder
N1,彗,スイ | エ | ケイ | セイ | ほうき,comet
N1,異,イ | こと | こと.なる | け,uncommon | different | queerness | strangeness | wonderful | curious | unusual
N1,晏,アン | おそ.い,late | quiet | sets (sun)
N1,恕,ジョ | ショ | ゆる.す,excuse | tolerate | forgive
N1,隠,イン | オン | かく.す | かく.し | かく.れる | かか.す | よ.る,conceal | hide | cover
N1,棟,トウ | むね | むな~,ridgepole | ridge
N1,勧,カン | ケン | すす.める,persuade | recommend | advise | encourage | offer
N1,嘉,カ | よみ.する | よい,applaud | praise | esteem | happy | auspicious
N1,弐,ニ | ジ | ふた.つ | そえ,II | two | second
N1,逸,イツ | そ.れる | そ.らす | はぐ.れる,deviate | idleness | leisure | miss the mark | evade | elude | parry | diverge
N1,亭,テイ | チン,pavilion | restaurant | mansion | arbor | cottage | vaudeville | music hall | stage name
N1,勘,カン,intuition | perception | check | compare | sixth sense
N1,胤,イン | たね,descendent | issue | offspring
N1,惣,ソウ | すべ.て,all
